content,sentiment
Ok 🔥,positif
walaupun stuklodding Mulu tapi takpaa,positif
👍👍👍👍👍👍👌👌,positif
Mlbb burik di kasih tim ngetrol gw maales gw maen ml lol montooon otak nya miring botak,negatif
"Tim kebanyakan dark sistem, sinyal makin jelek kalau pake data parahh ini ml , makin ga jelas",negatif
"keren,,,jgn lag lag atau bug lah di apk ku,game nya ok jgn dirusak",positif
Saya suka sih 🎉,positif
Jadikan game ini sebagai bintang😍🥰😘😘😘😚😚😙😍🤩🥳🥳🥳🥳🥳🥳🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😹😹😹 🎉,positif
Player tidak seimbang sangat bodoh 😤,negatif
Game ini lumayan 👎,negatif
Baguus,positif
Game yg sangat memuaskan syang nya rank sya masih elit 🔥,positif
Gud,positif
Ketemu dark sistem mulu males main. 😭,negatif
sayang moonton,positif
"Woi moonton kimakk, kasih jaringan Jangan lag mlu lah pea, gw mau ngepush ke imo jadi susah ajggggg!!!!!",negatif
sangatt sseruu,positif
Kesenangan tanpa batas Mlbb 🔥,positif
"Sistem matching lu benerin Monton orang saya main solo rank kenapa harus ketemu duo,trio yang ngetroling jadi lebih seimbang jika  solo bertemu solo player",negatif
Seru sekali 🎉,positif
Geme lol banyak dark sistem mending HOK,negatif
Bagua,positif
"banyak event, sering- sering bagi² skin 👍",positif
GGk asik,negatif
Terima kasih mlbb yang selalu menemani ku dalam bermain geme moba terbaik 🔥,positif
Gaje sinyal suka ilang sendiri 💔,negatif
Good,positif
Baik,positif
Tolong moonton sistem replay di perbagus saat saya mau ngecek replay ternyata tertimpun jadi tolong di perbanyak untuk menyimpan replay dan juga tolong buat  kan sistem replay saat menonton bisa melakukan maju mundur kan waktu nya agar lebih mudah saat membuat video agar game ini rame kembali,negatif
Good,positif
"macth macking tidak benar, dan tidak adil",negatif
Ku kasih bintang lima kalau kasih ALVARO win 20 RANK EPIC 1 B4 👍,positif
ddrak sistem,positif
"Game macam apa ini game rusak, banyak banget player dongo nya, kasih skin gratis elit kasih player jago sulit, sehat"" dh moontoon, biasanya game bkin tenang tpi game ini game bkin stresss mulai skrg kalian semua gk ush main game ini lagi😡😡😡",negatif
nih game kenapa aneh baru  kali ini gw liat game moba kayak gini aneh draft pick musuh nya gg sedangkan tim gw tolol gak punyak otak kayu semua,negatif
Oke ❤️,positif
"Update baru tidak ramah device low end saatnya pensiun, terimakasih developer 😤",negatif
game terbaik sepanjjang masa menurut gua,positif
"Dasar game kikir, gausah sok""an ngasih banyak event skin gratis, benerin dulu tuh system machmaking nya 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎 💔",negatif
Keren,positif
gem nya saangt meyenangkan👍👍👍👍🤫🧏,positif
Buruan download dan main kan game nya,positif
"Game nya bagus, tetapi tolong kalau di kasih Lawan yang  setara ya makasih.",positif
Anjay,positif
"tolong untuk developer, dark sistem nya kurang banyak, saya hampir masuk rsj tapi gagal karena kurang dark sistem, saya menang 1x dan kalah 10x itu membuat saya belum gila dan depresi, saya harap moonton memberi lebih banyak sistem gelap dan manusia aneh di dalam matchmaking saya ❤️",positif
manttap,positif
Maantap,positif
Di Mel bot semua udah parah jadi game' offline aja 😡,negatif
mikirlah tim dongo jan dikasi ke gue su,negatif
Bagus Bangett Grafiknya,positif
"Agak males lama² main ml, gegara matchmaking nyq kadang ga sama, kadang lawan pro terus tim nya nga jelas, sama tiba² suka ngelag ngelag sendiri padahal nga ada gangguan sinyal apa apa, di bener in ya, 3 bintang dulu 💔",negatif
"Balikin lunox jangan di revamp lagi udah bagus malah skil 3 dihilangkan, gw yang mau beli legend lunox malah gak jadi gara gara skil 3 dihilangkan",negatif
Aduhh...parah ni game...jaringan bagus tapi lag parah x.. Main game sebelah kok lancar lancar aja...ngak ada sikit pun lag ny.. Aduhhhh 😤,negatif
tolong diperbaiki lagi devolder ya monton buat apa skin banyak banyak kalau lagi main pemilahan hiro tergangu,negatif
Game sampah,negatif
Ok 👍,positif
Dark sisitem terlalu parah si,positif
Bagus,positif
Mantap,positif
Mantap 🔥,positif
Game banyak darksistem di tim parah pokonya aduh ini kacau banget masa saya main dari pagi sampe malem dapetnya tim gini pokonya parah banget ya kacau anying perbaikilah montoon 😤,negatif
Game kok bikin emosin hiburan apa gimana,negatif
Game bagus tapi tolong Kalau solo jangan ketemuin yang Mabar ya boss,negatif
Kereen,positif
Ku kasih bintang lima kalau kasih ALVARO win 20 RANK EPIC 1 B4,positif
Apalah tim  bot musuh hebat hadeh... 🥱🥱,negatif
Perbaiki match,positif
Monto lol. Kasih tim drak sistem trus dasar lol HP ml,negatif
"sinyal ngebug lol, minimal kl update, bug sinyalnnya diperbaiki lah",negatif
Cukup baik,positif
Mantap ❤️,positif
Boleh 🎉,positif
keren,positif
Monton gua butuh musuh miyanmar kalau phbot monton 😡,negatif
Makin kasini. makin stres dari sistem mulut gw udah 15 kali legen iv bintang 5 Sush naik nya ejek gama rusak ❤️,positif
bagus banget game nya sangat ramah ❤️,positif
game mmntp,positif
Mantap,positif
bagussss banget,positif
ok,positif
Mantap gw Ws terus,positif
Matchmaking jelek.,negatif
Matchmaking nya tidak seimbang 👎,negatif
Game serru dan menyenangkan,positif
Siiip ❤️,positif
Hapus aja game ini gak seru di bodoh² kan sama moonton yang kurang hajarl 😡,negatif
Saya suka ml,positif
Manttap,positif
Game pantekkkk anjinggggg pntekk mamak kauuu mooontoonnn anjinggggg darkkkk systemmmm nya g usah gitu kali lah anjingggg kalau emng kalah kalahin aja terussssss g usah menanggg 1 kalii habiss ituuyu kalah 12 kaliiii pntkkk mamak kauuu anjjnggg game babi,negatif
gem jembud,negatif
"banyak bug nya,ini game online tpi playernya offline semua gk worth it👎 😤",negatif
Goood,positif
Developer mohon di perbaiki saat login susah masuk padahal jaringan bagus 😭,negatif
"Game nya keren parah si, tapi klo game nya di hapus kenapa pas dowload ulang aku ku masih sama bejir niatnya si mau berubah eh akunya malah itu aja",positif
"Sumpah dark sistem banget bisa nya di kasih team noob semua tidak ada yang bagus, jangan pernah main ini lagi guys dark sistem",negatif
game ga adil pay to win kalo udah rank nya mau tinggi dikasih kalah dikasih tim jelek monoton gitu gitu doang to*o* capek ga guna,negatif
GGAME TOLOL,negatif
Good gaame,positif
Sangaatt uuuah,positif
Pemilihan line gak jelas suka ada perebutan line tidak seperti HOK,positif
Monton parah setelah bagi bagi skin gratis main di persulit kadang baru masuk di kasih lawan gk imbang 1 kali menang 4kli kalah 😤,negatif
Patent mlbb 🎉,positif
Menyenangkn,negatif
game nya bagus tapi gua main 6jam gak dapat sama sekali menang tolong di perbaiki sistem nya ini game emang asu,negatif
Masih nyaman dngn game  ini,positif
"Montoon parah,,game penuh lag 👍",positif
manntap,positif
Game g jls 😭,negatif
🥷,positif
Oke,positif
Punya sistem match making tuh yang bener masa ketemu player dark sistem Mulu gua coklat semua lagi bego bet 😤,negatif
Game nya sangat bagus,positif
perbaiki lah lu ngasih tim gk bisa main musuh yg bisa main gk imbang mulu cpk gw push lunya gk becus ngurus game,negatif
Sangat menyenangkan💕😍,positif
Game haram gue dikasih coklat/perak hadeh mumet wes,negatif
Good game,positif
gamme dajjal dpt temen bot mulu,negatif
👍 👍,positif
Bagus banyak skin geratisss makasi montonnn,positif
Ok mantap 🔥,positif
"Buat monton, saya kasih 1 bintang karena setiap saya main di rank saya dapat terus yang sangat sulit, saya main 5 kali gak pernah menang begitu terus tiap saya main,.. monton tidak adil sama sekali makanya saya udah hapus appk mobile legends saya dan berpaling ke game lain",negatif
Kasih tim yang seimbang lah montoon lu liat nih hasil pertandingan gw mvp kalah Mulu njg 😡,negatif
Game nya seru tapi sayang saya sudah lama main pakai mode offline saya harap modde offline bisa dimainkan lagi terimakasih,negatif
Geme ini  bagus baget aku suka,negatif
KEREN BANGET SIIH,positif
SSeru,positif
Ini game ga cocok untuk anak buat semua umur,negatif
"Montoon makin parah, sorry aplikasi MOBILE LEGEND ini gak guna lagi dan harus dihapus karena makin parah DARK SYSTEMNYA, lebih baik balik ke akun COC. Good bye aplikasi B*r*k",negatif
Seru dan semakin  menarik dan banyak yang buat emosi,positif
"Pas rank epic dikasih Tim Kek  Ee, Apaan coba 3 mm 2 hyper , BINTANG SATUU!!!",negatif
"Gamenya udah bagus,tapi tolong mohon diperbaiki lagi , tentang jaringan 🔥",positif
Game favorit dari dulu,positif
Lumayan 😃,positif
GAAME TOLOL,negatif
Amun kkalah mulu,positif
ムーントンは猫を持った犬のようなものです、願わくばあなたの崇拝行為が創造主に受け入れられますように、アーミーン🤲,negatif
Karena game nya seru,positif
Ayo mainkan game ini ber sama sama,positif
"GAME ANEH UDH PALING BNR GW PENSI AJA GA JELAS BANGET MAKIN KESINI MAKIN ANEH, TIM DAN MUSUH GA ADA KESETARAANYA SAMA SEKALI, CAPEK LAMA"" MAIN GAME BEGINIAN BIKIN EMOSI DOANG 💔",negatif
Beeuh mantap bet stuck epic,positif
Mantappppp,positif
Bintang 5 😃,positif
Game mantap ❤️,positif
kenapa di kasih tim gak sesuai gw mythic dikasih legend 💔,negatif
gg monton 🎉,positif
Kerren bgt game nya,positif
Coba lah moonton dark sistem nya jangan di kasih main di ban aja lah pusing aing,negatif
Tolong mengapa ini saya losestreak terus disaat make hero mmr 😤,negatif
Game ini seru dan cocok di mainkan 😃,positif
Gam yang sangat bagus tapi team draksistemnya di buang ya jangan di Tarok di tim gua 🎉,positif
Sayaa sangatt Sukak apa lagii bermain sama teman teman,positif
Game yang bagus buat nambah stress ❤️,positif
mantap 🎉,positif
Terimakasih yang moonton sudah baik ke pada kami 🎉,positif
"seru, kalau bisa skin epic gratis lagi montoon ❤️",positif
👍👍👍,positif
cukup banyak bintang 1 aja 👎,negatif
Bagus,positif
goooddd,positif
drak ssistem,positif
"Semuanya sekarang udah bagus tapi ada satu masalah Sama seperti yg lain nya masalah jaringan,,knp jaringan nya bagus tapi tetap nge lag padahal sebelum riset season aman² aja jaringan nya tetap normal tapi setelah riset season dan update jadi sering nge lag main rank ngelag,main magic chase ngelag, main classic ngelag,main brawl juga ngelag sampai main vs ai juga ngelag untuk sekarang perbaiki masalah jaringan nya udah itu aja🙏 🔥",positif
Kereen,positif
Dapat tim nya gk sebanding,negatif
Monton baik😄 😃,positif
Baguus,positif
Keren bgt 😭,negatif
bagos,positif
game anti kikir 👍 👍,positif
Gem na banak drak sistem 😭,negatif
kereen,positif
Bagus,positif
Sangat baik,positif
Game bagus,positif
"setelah update malah lag,,padahal sinyal full dan gak pernah lag,,perbaiki lah woy 👎",negatif
Maantap,positif
Sangat seru ❤️,positif
Sangat baggus,positif
"monton asu, masak jaringan nya sering jamping"" padahal buat nonton video tik tok lancar buat main game biadab berat banget, MONTON ASU",positif
Keren,negatif
Gemnya bagus bangat,negatif
Klo ngasih team yang bener lah cape gendong 4 orang beban ngotak dikit lah lebih baik game hok bagus ini mah kasih bot mulu tim nya,negatif
Mantap sekali game ini,positif
Bagus dan menarik,positif
👍❤💪,positif
Gacor,positif
"GGamenya bagus udh gak kikir lagi, tapi sinyal naek turun naek turun mohon dikondisikan lagi karena sangat menggangu ketika farming atau sedang War..",positif
Gamenya GK seru suka ngasih tim dark system bagusan pindah ke game sebelah,negatif
"bagus, tapi di perbaiki lagi sistem nya dalam menentukan musuh, terkadang sering nga imbang, 🔥",positif
Manttap,positif
Banyak dark sistem,negatif
Tolong mactmeking nya di perbaiki saya kalah Mulu dari tadi sampai ke epic tolong di perbaiki mooton,negatif
Oke,positif
best 😃,positif
"hallo moonton, saya sangat kecewa makin kesini makin banyak dark system tolong di perbaiki, tiap rank naik dikit ketemu dark system loss streak mulu. 😡",negatif
Game yg koplak,negatif
gak klasik gak rank emang biadad moonton selalu di kasih tim gajelas asw 😤,negatif
Mantaap,positif
aanjayy,positif
"Game apa cobaa main ga pernah di kasih menanggg KOCAKKK player nyaa ngefeed semuaa, udah mending pindah gamme ajaaa",negatif
Mantap 👍,positif
Gamenya bagus tapi syaang banyak bot nya tapi sayang teman pindah game hok 💔,negatif
Sangat dan sangat keren 🔥,positif
"hp kentang udah kaga bisa main ,,, jadi solusiya nga usah download ,,, , game ini,, ,game pilih kasih,,",negatif
Manttap,positif
Agak males main ml liat mpl gak jelas 😭,negatif
Sangat bagus,positif
Banyak dark sistem,negatif
Woi ngen**lu kasih dark sistem mulu kegua emang ada masalah apa lu ke gw ngen*** 😭,negatif
match making nya dari tim ga seeimbang asuu,negatif
Yoo lumayan 😃,positif
Jangann dikasih Drak sistem plis!Bagus sekali 🥰🥰🥰,positif
Moonton kasih saya skin legend kalo enggak gua main hok,negatif
"Sy sangat suka bermain game ini, apa lagi di wakt santai, sangat menghibur 🔥",positif
👍👍👍 👍,positif
Gua begadang tiap hari lu cumma naik turun ranked seseorang buat apa lu ciptain ini game game kikir,negatif
Mantap sob ane mau jual beli skin 😃,positif
𝑆𝑎𝑛𝑔𝑎𝑡 𝑚𝑒𝑛𝑔ℎ𝑖𝑏𝑢𝑟 𝑠𝑢𝑘𝑠𝑒𝑠 𝑠𝑙𝑎𝑙𝑢 👍,positif
Geams yang bagus dan tolong hapus semua dark sistem,positif
Game lu engga jelas dapat tim komputer kalo engga bisa bikin game engga bikin nonton ajing mau marah hhh game apan su,negatif
Hilang kann dark sistem,positif
oii kasih tim yang bener dong,positif
alhamdulillah,positif
"Moonton tolong urusin player yg GB rank, pake vpn dan cheat merugikan para player agak mereka tidak bisa main pake vpn dgn server luar, karna banyak player yg di tipu para sindikat tersebut",negatif
Seruu banget enga bikin bosen,positif
Ok,positif
"Game tolol ngasi tim dark sistem, game ga jelas game dark sistem kebanyakan.",positif
Selalu dapat tim dark system tapi game nha udah bagus dan gacha nya kikir ❤️,positif
Game nya bagus banget dan ada skin permanen gratis lohh 🔥,positif
Sudah cukup puas,positif
Kalau bisa sering-sering berbagi sekinya dong monton biar player nya makin betah maenin game nya,positif
Game ini sangat bagus karena bisa main offline dan online tapi kalo online sinyal nya jelek jelek sih kalo offline sinyalnya bagus banget sinyalnya itu 60fps aku beri 5 ranting 🔥,positif
kenapa ngak  bisa di download game nya,negatif
keren,positif
game yang sangat jelek dan bikin emosi,negatif
Boleh lah boleh lah 🎉,positif
"Your game is very bad, why are most players unable to play Mobile Legends? It's very bad for me, a MOBA game lover. Please fix it so that it's fun to play.",positif
Min lu gimana sih gua di kasih team trol mlu anyk nyusahin emang dark dari lu nih min uinstal ajalah,negatif
1 ae koyo asu pki koyo kontol jembut bawuuukkkk asuuuuu....koyo itil pki asuuuuu...ml kontol asuuu pkiii...hapusssss ae asuuuu..admin assyuuuuuu,negatif
Apek neng lose traike tterus,positif
Mantap,positif
Jaaringan sangat tidak stabil,positif
Tolong kasih tim yg seimbang,negatif
"Mohon untuk dark sistem dihilangkan, berikan sistem matchmaking yang adil 😃",positif
More free epic skrng pls,positif
𝙶𝚊𝚖𝚎 𝚗𝚢𝚊 𝚋𝚊𝚐𝚞𝚜 𝚝𝚊𝚙𝚒 𝚜𝚎𝚛𝚒𝚗𝚐 𝚔𝚊𝚕𝚒 𝚔𝚎 𝚝𝚎𝚖𝚞 𝚝𝚒𝚖 𝚍𝚊𝚓𝚓𝚊𝚕 𝚝𝚘𝚕𝚘𝚗𝚐 𝚍𝚒 𝚙𝚎𝚛𝚋𝚊𝚒𝚔𝚒 𝚕𝚊𝚑 𝚗𝚘𝚗𝚝𝚘𝚗 𝚌𝚊𝚙𝚎 𝚐𝚞𝚊 𝚗𝚐𝚙𝚞𝚜𝚑 𝚖𝚞𝚕𝚞 𝚝𝚊𝚙𝚒 𝚋𝚒𝚗𝚝𝚊𝚗𝚐 𝚗𝚢𝚊 𝚌𝚞𝚖𝚊 𝚗𝚊𝚒𝚔 𝟷 𝚜𝚊𝚖𝚙𝚎 𝚖𝚊𝚕𝚎𝚖 𝚗𝚐𝚙𝚞𝚜𝚑 𝚜𝚊𝚖𝚙𝚎 𝚔𝚎𝚝𝚎𝚖𝚞 𝚙𝚊𝚐𝚒 𝚌𝚞𝚖𝚊 𝚗𝚊𝚒𝚔 𝟷 𝚋𝚒𝚗𝚝𝚊𝚗𝚐 𝚍𝚘𝚊𝚗𝚐 𝚖𝚞𝚗𝚝𝚞𝚗 𝚔𝚊𝚍𝚊𝚗𝚐² 𝚌𝚎𝚙𝚎 𝚌𝚘𝚔𝚔 𝚖𝚊𝚒𝚗 𝚒𝚗𝚒 𝚐𝚊𝚖𝚎 𝚕𝚘𝚜𝚝𝚛𝚎𝚔 𝚝𝚎𝚛𝚞𝚜𝚜 𝚍𝚊𝚓𝚊𝚕,negatif
Daark system,positif
Ane sangat senang hahaaahhaahhah montoon memberi saya lose strek 58× wins strek cuma 7× itu membuat say sennangg. Hahaaaahahahahaaaaaaha,positif
Gamenya seru dan banyak tantangan,positif
"Mantapp lah.. Game inni gw mainkan dari seasons 1 sampe sekarang, semakin kesini grafik dan heronya makin bervariasi, pokoknya mantap deh buat moonton. Jaya terus yah.. Amin",positif
keren 😃,positif
sangat seru,positif
game tolol waktu ngak war kaga ngelag sinyal nya giliran war malah ngelag tolol kalo sinyal jelek dari awal biar afk bisa perlindungan teman afk tolol ❤️,positif
puas,positif
Game ga guna sistem ga jelas bagi player solo! 👎,negatif
Game nya seru,positif
Game sangatt seru,positif
"game membosankan , menang kalah sudah diatur",negatif
Game moba paling bagus,positif
Terima kasih montoonn,positif
puaaasss bangeet,positif
Game nya sih okey lah bagus banget aku suka banget sama game nya👌👍☺️ 😃,positif
"banyak bug nya,ini game online tpi playernya  offline semua gk worth it👎",negatif
Gamme GAJE,negatif
Jelek sllu leg setiap maen game jaringan buruk..dapet tim sllu jelek 😤,negatif
"Permainan yang sangat seruh,dan banyak animasi skin nya",positif
kasih tim yg jellas,negatif
Game  nya bagus dan menantang. Hero dan turet nya imbang gak ada yg OP ...,positif
"Tolong dong match nya di perbaiki, masa di kasih ttim yang ngak seimbang,",positif
tap 😃,positif
Mantap 🎉,positif
good,positif
Mantaap.....,positif
Mntap!!,positif
Lag Bug dan stuck,negatif
keeren,positif
Game ful  ls,negatif
Bagi skin dung 👍,positif
plis kasih saya dm geratis 10000DM AJA JANGAN BANYAK BANYAK 🤧,positif
okeh 😃,positif
bagus,positif
Mulai baik dev nya 👍,positif
Ml love mme💖💖💖💖💖💖💖💖💖💖💖💖💖🤫,positif
gamenya udah bagus tpi tolong bot sentra sepak bolanya dan mode tantangan akhir pekan tolong botnya kesulitannya di kurangin terima kasih 🎉,positif
"Ayolah pak moonton jngn bkin player mls main, ga setara tim Ama musuh nya, masa tim epic abadi musuhnya mantan glory",negatif
Game nya seru cuman kurangin oranng yang troll ya,positif
Jos ml 😀😀😀😀😃😄 😃,positif
Semangat moonton,positif
Apek neng lose traike terus,positif
Sangat seru,positif
GGame gacor,positif
"bagus, sekarang udah bisa offline mainnya 👍",positif
"Tidak cocok buat player solo, dijamin bakal kalah mulu 100% jadi kalian jangan dowload",negatif
Hiilangindarksistemnya lah moonton,negatif
Keren sih 🎉,positif
Keren,positif
TTim yg buruk,positif
Game bagus tapi tolong berantas cheat dan sistem dark sistem aneh banget ketemu temen bot tapi musuh gg semua mana bisa menang ❤️,positif
Best bggt,positif
Ga guna,negatif
Aneh gem nya min capek ngepus malah lostrek terus di kasih tim ddarksitem hedeh gem aneh,negatif
Monton parah setelah bagi bagi skin gratis main di persulit kadang baru masuk di kasih lawan gk imbang 1 kali menang 4kli kalah,negatif
"Sistem match ga ssesuai, makin tak sesuai",positif
Mantap,positif
Game seru pemainnya ramah banget aku suka,positif
Buat yang main mobile legends lebih baik kita main epep aja mobile legends itu membuat kita stres yang paling stres itu mobile legends nya curang dan pelit 😡,negatif
MMending main ini Daripada game sebelah,positif
Tolong buat montoon lu ngasih teen gg sesuai skil kita juga lah.. Masa Iyah menang 1x kalah 3 x menang 1 x gtu doang hedeee,negatif
masuknya kok keluaar masuk keluar masuk,positif
Game baguss 👍,positif
saya menyukai geme ini karna menyenangkan sekali bisa menghibur tetapi musuh musuh nya itu sangatlah kuat tapi saya  tetap suka dengan geme ini,positif
Dk ngotak lose streak game sampah.. Kbnyakan eror nya di game solo dari sistem truss temen nya tolol moonton 😤,negatif
Mantapp jos,positif
Game nya baguus bikin prustasi,negatif
Mayan skin gratis ❤️,positif
Mantap ❤️,positif
Keren 👍,positif
Mohon maaf nih min Saran ya untuk mobile lagend untuk memperbaiki sinyal nya dulu min soalnya sering ngebug jaringan bagus tapi di MOBILE LAGEND NYA NGE LAG Gak jarang banyak player yang ngeluh karena bug ini menurut ku perbaiki sinyal nya dulu min biar stabil daripada mengutamakan skin. Itu aja saran untuk Mobile lagend semoga di dengar untuk miminnya 🗿,negatif
Thank moonton ngasih gw tim Dark system,negatif
Moonton gila giliran dh nyampe perbatasan di kasih tim gawaras musuh nya di kasih keras setresss game ini :) setresss jadi tolongg pembagian tim yg seimbang apalah moonton nih game rusak ga adil aneh puqimak full loce history gw,negatif
Bagus,positif
Game Gj 😤,negatif
"Pls jangan kasih tim dark sistem kalo kayak gini mending gw main honor of king bisa kasih tim yang bener gk? ada lagi gw kill dah banyak knp dikasih coklat? lol bisa buat game GK gw di kasih coklat terus ,masih bagusan hok tingkatin sistem rank nya monton monton² baru aja main gw kil 8 tapi knp gw coklat gw mati 6 lool sama assist 17",negatif
Menakjubkan sudah dari kelas 6 SD main iniii,positif
Game ytta 👎,negatif
Seru banget gak nyesel aku main ini dari 2019 sampai sekarang lanjutin ya jangan sampai berhenti soalnya hiburan ku hanya di ml 🔥,positif
"Saya kalo pakai skill delay teruss, padahal ssinyal saya sudah bagus",negatif
Ml jangan drak sistem Mulu lah k*nt*l 😤,negatif
Makin ke siini makin banyak dark sistem,positif
"Game babi.Masa gua dikasih bot mulu,sesepi itukah sampe bot yang disuruh main",negatif
Pindah gamee Ke HOK aja susah  naik banyak bot,positif
Game nya bagus 😃,positif
Nggak enak 💔,negatif
Hero cakep,positif
Not recommended,negatif
Apa ya monton tolong sekarang  lag,positif
Gemnya bagus walau banyak draksistem ❤️,positif
good game ❤️,positif
Ramaah,positif
Game bagus ❤️,positif
Game Aneh Dan Gak Seru Jelekkk Pokoknya,positif
Guuuud,positif
Tolong lah kalo main tuh di kasih musuh yg imbang,negatif
Gem tai,positif
top 🎉,positif
Baguss tpi embe nya 😁besar 😁,positif
KENAPA PAS MAU GANTI AKUN MALAH ADA BACAAN GAGAL KONEKSI BURUK PADAHAL PING NYA AJA WARNA HIJAU UDAH DICOBA BERKALI2 TETEP GAK EMANGGG GAME MURAHANNNNN👎👎👎👎👎,negatif
Ok banyaak skin gratis,positif
"Kasi gua tim yg benar woi, mooonton apalah ndk jelas ketemu tim dark system",negatif
Game kok banyak draksistemnya gue main satu macth aja udah dikasih lawan glory ngotak ton tronton gem mu ini mau dihujat mau bangkrut karena pilih kasih terhadap player lainnya hapus aja gem ini gak patut di download bikin stres ml dikaki diludahi di hapus dari playstore 😭,negatif
Seru banget,positif
Game ladas ccak kampang,positif
Kerenn,positif
gw gak terima sun gw jadi gitu,negatif
Saat pertama kali bermain sangat hebat ada beberapa panduan dan lain lain bagi playaer pemula dan ada beberapa Hero dari negara Indonesia ❤️,positif
Game ini sangat bagus karena bisa main offline dan online tapi kalo online sinyal nya jelek jeleek sih kalo offline sinyalnya bagus banget sinyalnya itu 60fps aku beri 5 ranting,positif
Skin bagus 🔥,positif
Geme  yg berusaha sangat populer dan selalu di mainkan beberapa orang,positif
"Benerin draft pick nya woulah, gw cape ketemu duo dongok mulu tau ga, pengertian dikit sama mental pemain nya lah, anda berfokus bagi' skin tapi tidak dengan pembagian team yang jelas dan seimbang. Sekali lagi saya berharap terhdp pihak mobile legends cepat-cepat benerkan draft pick nya, soalnya saya bermain dari pagi hingga sore itu bintang malah tetep sama gitu. Tolong lah yaa🫸🫷 💔",negatif
Muntun tolong lah jangan kasih tim yg ngetrol plis ya muntun kalo kaya gini terus mending ppindah ke hok,positif
Jangan dwonload  game ini mending hok game sial,negatif
Seru main nya jadi gak bosen 🎉,positif
Moonton gila giliran dh nyampe perbatasan di kasih tim gawaras musuh nya di kasih keras setresss game ini :) setresss jadi tolongg pembagian tim yg seimbang apalah moonton nih game rusak ga adil aneh puqimak full loce history gw 💔,negatif
Game seru sayang bikin hp kena lcd+toksik meningkat+gampang darrah tinggi,positif
Busuq 💔,negatif
Dapat tim kaya baru main ml,negatif
Nagsih team tu yang bener dikit masa mantan glory ketemu team mantan romawi,negatif
Seru game nya 🔥,positif
Aku memang suka gen ini tetapi Download datanya itu tak tidak muat sisi aku mau bilang sama montoon agar menyulitkan Download ditanya tetapi semua datanya itu seperti lama,negatif
"montoon lagi kenapa iniiiiiii, frustasi kah kalah pasar sama hok, tunjukkin woy performa kalian,urus lah lag lag ini ,masa update bukan tambah bagus malah paraahhh 💔",negatif
Ok,positif
Mantap,positif
plis montoon ini game terbaik tapi pas aku login kehack plis sitem keamanannya dijaga,positif
mantappp 😃,positif
"Jangan terlalu baper game,,,game paling bosen",negatif
"SENENG BANGET ML COLLAB SAMA BP, LOPYUUUUUU DEHHH😭💗💗💗💗💗💗✨💗",positif
Gem burik pertama di kasih menang kedua kalah terus👎 😡,negatif
Game bagus,positif
"Seru banget main gem ini,terus bisa main offline pula,bikin pemain nyaman ❤️",positif
game yang seru 🎉,positif
keren,positif
Dapet tim dark sistem mulu montoon 😤,negatif
Ml sagat puas walu pun dgn hp kentang 😃,positif
Mantap,positif
War yg seru 🎉,positif
Malas menanggapi 👎,negatif
Kadang tim nya beban 😃,positif
Gem nya bagus. Grafik nyah hd. Walau pun sayah di kasih tim drak sistem tiap hari dari maytik bintang 40 sampe bintang 25 walaw pun cape saya masih memainkan gem ini. Coba montonn draksistem nyahh. Saya cape di kasi drak sistem. Trusss plsss lahh monton jangan kasih tiap hari drak sistem trus 😭,negatif
"Tim kebanyakan dark sistem, sinyal makin jjelek kalau pake data parah ini ml , makin ga jelas",negatif
Good 🎉,positif
Keren 🎉,positif
Seru bangett ❤️,positif
Perrmainan top markotop,positif
very bad game 👎,negatif
Gem ini sangat tolol sekali,negatif
Kebanyakan dark sistem 😤,negatif
Game nya bagus aku sangat suka memainkan nya tetapi download data nya sedikit mengganggu 👍,positif
Game ini ada dark sistem ml jadi gak bagus dan tim sama musuh nya gak seimbang jadi jelek game ini Sama kalo naik rank ada dark sistem kaya di atur game jelek bikin pemain marah dan bikin pemain bodoh game saya kalo epik si trool mulu bikin orang galau game bikin orang gak semangat dan ngebug saya kan menang dan terus koneksi terputus dan bintang nya gak naik mending kalian gak usah main game ini dah,positif
Tolong lah massa tim ku dark ssistem terusss ayolah,negatif
Bagus tapi banyak kurang di seimbangin role hero power sama player² lu yang g**lk di kurangin cape gw gendong terus setiap maen🐶 👍,positif
Bagus Bagus Bagus bangetttt👍👍👍,positif
Notbet lah ni game buat orang gila 👍,positif
Gem ini seru bagus ada event gratis ga ada iklaan dan banyak Hero bisa di baru ada Hero baru setiap seson,positif
Dark sistem Mulu monton gw mau menaang,negatif
Good job 🎉,positif
